File modules/solutions/exato.csv,,,,,,,,,,,,
alpha,corr_threshold,dt,elsize,k,lang,max_iter,max_no_improv,maxs,metric,mins,seed,verbose
0.380143,0,1,0,1,1,0,0,0,1,0,0,0
0.380111,0,1,0,0,1,1,0,0,0,0,1,0
0.379903,0,0,1,0,1,1,0,1,0,0,1,1
0.379831,0,1,0,0,1,0,0,1,1,1,0,1
0.379683,0,1,1,0,0,0,0,1,1,0,1,0
0.379275,1,0,0,0,0,0,0,1,1,0,0,0
0.379238,1,1,0,0,1,0,1,0,0,0,1,0
0.379148,1,0,0,0,0,1,0,1,1,1,0,0
0.379086,0,1,0,0,0,1,0,0,0,1,1,1
0.378803,1,1,0,0,1,0,0,1,1,0,0,1
0.378715,1,0,0,1,1,0,0,0,1,0,0,0
0.378457,1,1,0,0,0,1,0,1,1,0,0,1
0.378373,1,0,0,1,1,0,0,1,1,0,0,0
0.378205,1,0,0,1,1,0,0,0,1,1,0,0
0.378094,1,1,0,1,0,0,0,1,1,1,0,0
0.377918,1,1,0,1,0,1,0,1,0,0,0,0
0.377902,1,1,1,0,0,0,1,1,0,1,0,0
0.377662,1,0,0,0,1,1,0,1,0,0,1,0
0.377578,0,1,1,0,0,0,0,1,1,0,0,0
0.377482,1,0,0,0,1,0,1,1,0,0,0,0
0.377092,0,0,1,1,0,1,0,0,1,1,0,1
0.377059,0,0,1,1,0,1,0,1,1,0,1,0
0.377033,0,0,1,1,0,0,0,0,0,0,1,1
0.376829,0,0,1,0,0,1,0,1,1,0,1,1
0.376747,1,0,1,0,0,0,0,0,0,0,1,0
0.376702,1,1,0,0,0,1,0,0,0,1,1,0
0.376563,0,0,0,1,0,0,0,1,1,0,0,1
0.376522,0,1,0,0,1,1,0,1,1,1,0,0
0.376220,1,0,0,1,1,0,0,1,1,1,0,0
0.376161,1,0,1,0,1,0,0,0,0,0,0,1
0.376159,0,0,1,0,1,0,0,1,1,1,1,0
0.376125,0,0,1,0,0,0,1,0,1,0,1,0
0.376114,1,1,0,0,0,0,0,1,1,1,0,0
0.375951,1,0,1,1,0,1,0,1,0,0,0,0
0.375951,0,0,1,1,0,0,0,1,0,0,0,1
0.375751,1,1,0,0,0,1,0,0,0,0,1,1
0.375404,1,1,0,0,0,0,0,0,1,0,1,1
0.375003,0,1,0,0,0,1,0,1,1,0,0,1
0.374925,0,0,0,0,0,0,1,1,1,0,0,0
0.374887,1,0,1,0,0,1,0,0,0,1,1,0
0.374805,1,1,0,0,0,0,0,0,1,1,1,1
0.374372,0,0,1,0,0,0,0,1,0,1,1,0
0.374137,1,1,1,0,1,0,0,1,0,0,0,1
0.373840,1,0,0,0,1,0,0,0,0,1,1,1
0.373709,0,0,1,0,1,0,0,1,0,0,1,1
0.373605,0,0,0,1,1,1,0,0,0,0,0,1
0.373316,1,0,1,0,0,0,1,1,0,1,0,0
0.373225,1,1,1,0,0,0,0,0,0,1,1,1
0.373115,0,0,1,0,0,0,1,1,1,0,0,0
0.373080,0,0,1,1,1,0,0,0,1,0,0,1
0.372718,0,0,1,0,0,1,0,0,0,1,1,1
0.372390,0,1,1,0,1,0,0,1,1,0,1,0
0.372156,1,1,1,0,0,0,0,0,0,1,0,1
0.372101,0,1,1,0,0,0,0,1,1,1,0,1
0.371980,1,1,0,0,1,1,0,1,0,0,0,1
0.371938,1,0,0,0,0,1,0,0,0,1,1,0
0.371841,0,1,1,0,0,1,0,0,1,0,1,0
0.371684,1,1,0,0,0,0,0,0,1,1,0,1
0.371620,1,1,0,0,0,1,0,0,0,1,1,1
0.371501,0,0,1,1,0,0,0,0,1,1,0,0
0.371177,0,1,1,1,1,0,0,0,0,1,0,1
0.370852,0,0,0,1,1,1,0,0,1,0,1,0
0.370789,1,0,0,0,0,1,0,0,0,0,1,1
0.370466,0,1,0,1,1,0,1,0,1,1,0,0
0.370335,0,1,1,1,0,1,0,0,0,0,0,0
0.370187,0,0,0,1,1,1,0,1,1,0,0,0
0.370076,0,1,0,1,1,1,0,0,0,0,1,1
0.369887,1,1,0,1,0,1,0,1,1,0,0,0
0.369618,0,0,1,0,1,0,0,1,1,1,0,1
0.369578,0,1,1,1,0,0,1,0,1,1,0,0
0.369538,0,1,0,0,0,1,0,1,1,1,0,1
0.369485,0,1,0,0,1,0,1,0,0,0,1,0
0.369407,1,1,0,1,1,0,0,0,1,1,0,0
0.369142,0,0,1,1,0,1,0,1,0,0,1,0
0.369065,1,1,0,0,0,0,0,1,0,0,0,0
0.369045,0,1,1,1,1,0,1,0,1,0,0,0
0.368802,0,1,0,1,0,1,0,0,1,1,0,1
0.368723,1,1,0,0,0,0,1,1,0,0,0,0
0.368683,1,0,0,0,0,0,0,0,1,0,1,1
0.368305,1,0,1,0,0,0,0,0,1,1,0,1
0.367984,1,0,1,1,0,0,0,1,1,0,0,0
0.367843,1,0,1,1,0,1,0,1,1,0,0,0
0.367827,0,1,1,0,0,1,0,1,0,1,0,0
0.367648,1,0,1,0,0,0,0,0,1,0,1,1
0.367610,1,0,0,0,1,0,1,0,0,1,1,0
0.367356,1,1,1,0,0,0,0,0,0,0,1,1
0.367127,0,1,0,1,1,0,0,0,1,1,0,0
0.367098,0,0,1,0,1,1,0,1,0,1,0,1
0.366964,0,1,0,1,1,0,0,1,0,1,1,0
0.366772,1,1,0,1,0,0,0,1,1,0,0,0
0.366588,1,1,1,0,0,0,0,1,1,0,1,0
0.366491,0,0,1,0,0,1,0,0,1,0,1,0
0.366470,1,0,1,0,0,0,1,0,1,0,1,0
0.366305,1,1,0,0,0,0,1,1,1,0,0,0
0.366135,0,1,1,0,0,0,1,0,1,0,1,0
0.366080,1,1,0,0,0,1,0,1,0,0,0,0
0.366005,0,1,1,0,1,1,0,1,0,0,0,0
0.365938,0,1,0,1,1,0,0,0,1,0,1,1
0.365866,0,1,1,0,0,1,0,0,0,0,1,1
0.365822,1,0,1,0,0,0,1,0,1,1,1,0
0.365733,1,1,1,0,1,0,0,0,0,0,1,0
0.365666,0,0,1,1,0,1,0,1,0,1,0,0
0.365253,0,0,0,0,1,0,0,1,1,0,1,1
0.365230,0,0,0,1,1,0,0,1,1,0,0,1
0.365225,0,1,0,1,1,1,0,0,0,0,0,1
0.365008,0,1,0,1,0,0,0,1,1,0,0,0
0.365005,1,1,0,0,1,0,0,0,0,1,1,0
0.364923,0,0,0,1,1,1,0,1,1,0,1,0
0.364605,0,0,0,1,1,1,0,0,0,0,0,0
0.364545,0,1,0,0,0,0,0,0,1,0,1,1
0.364541,1,0,0,0,1,0,0,1,1,1,0,0
0.364537,0,0,1,1,1,0,1,1,1,0,0,0
0.364353,0,0,0,1,1,1,0,1,1,0,0,1
0.364028,0,0,1,1,1,1,0,0,0,0,0,1
0.363964,0,1,0,0,1,0,0,0,1,0,1,0
0.363869,1,0,1,0,1,0,0,0,0,0,1,1
0.363854,1,1,0,0,1,0,0,0,0,0,1,1
0.363722,1,1,0,0,1,1,0,1,0,0,0,0
0.363690,1,0,1,0,0,1,0,1,1,0,0,1
0.363564,0,0,1,1,0,1,0,1,1,0,0,0
0.363480,0,1,1,1,1,0,0,0,0,0,1,0
0.363464,0,1,0,0,1,1,0,1,0,1,0,1
0.363439,0,1,1,1,0,0,0,0,0,0,1,1
0.363414,0,1,0,0,0,0,1,0,1,1,1,0
0.363145,0,1,1,1,1,0,0,0,0,0,1,1
0.363113,0,0,0,0,1,0,1,0,0,1,1,0
0.363093,1,0,1,0,0,1,0,0,0,0,0,0
0.362922,1,1,1,1,0,0,0,0,1,1,0,0
0.362818,1,0,0,0,0,1,0,1,1,0,0,0
0.362747,1,0,1,1,1,1,0,0,1,0,0,0
0.362713,0,0,1,0,1,0,1,1,1,1,0,0
0.362405,1,1,0,0,1,0,0,1,0,0,0,0
0.362271,1,0,1,0,0,0,0,1,1,1,0,0
0.361914,0,0,1,0,0,1,0,1,1,1,0,1
0.361892,0,0,1,1,1,1,0,0,1,0,1,0
0.361832,0,1,0,1,0,0,0,1,0,1,1,0
0.361118,0,1,1,0,0,0,0,1,1,1,0,0
0.361104,0,0,1,0,1,1,0,1,1,0,0,0
0.360917,0,0,1,1,1,1,0,0,0,0,1,1
0.360756,0,1,1,0,1,0,0,1,0,0,1,0
0.360640,1,0,0,0,1,0,0,0,0,0,1,1
0.360592,1,0,1,0,0,1,0,0,0,0,1,1
0.360388,0,0,0,0,1,0,1,1,1,1,0,0
0.360352,1,1,0,0,1,0,0,0,0,1,1,1
0.360041,1,1,0,0,1,0,0,0,0,0,0,1
0.359915,0,1,1,0,0,1,0,0,0,1,1,1
0.359890,0,1,1,0,0,1,0,0,0,1,1,0
0.359831,1,1,0,1,1,0,0,0,0,1,0,0
0.359780,0,1,0,1,1,0,0,0,0,0,1,1
0.359416,1,1,0,1,1,1,0,1,0,0,0,0
0.359368,0,0,1,0,1,1,0,1,0,0,0,1
0.358914,0,1,0,0,1,0,0,0,0,0,1,1
0.358795,0,0,1,1,1,1,0,0,0,1,0,1
0.358774,0,1,0,1,0,1,0,0,1,1,0,0
0.358351,0,0,1,0,0,0,1,1,1,0,1,0
0.357747,0,0,0,0,0,1,0,1,1,0,1,0
0.357701,1,1,0,0,1,0,0,1,1,0,0,0
0.357413,1,0,1,0,0,0,0,1,1,0,1,0
0.357305,1,0,0,0,0,1,0,1,0,0,0,0
0.356822,0,0,1,0,0,0,1,0,1,1,1,0
0.356634,0,1,1,1,0,0,0,0,1,1,0,0
0.356536,1,0,0,0,1,1,0,1,1,0,1,0
0.355762,0,1,1,1,0,0,0,1,0,0,1,1
0.355681,0,1,1,1,1,0,1,0,0,1,0,0
0.355540,0,0,0,0,1,1,0,1,1,1,0,1
0.355472,0,0,0,1,1,1,0,0,0,0,1,1
0.355360,1,0,0,0,0,1,0,0,1,1,0,1
0.355214,1,1,0,0,0,1,0,0,0,0,0,1
0.355032,1,1,0,0,0,1,0,1,1,1,0,0
0.354851,1,1,0,1,1,0,0,1,1,0,0,0
0.354814,1,1,1,0,0,0,0,0,1,0,0,1
0.354735,0,1,0,1,1,0,0,0,1,1,0,1
0.354556,1,0,1,0,0,0,0,0,1,1,1,1
0.354481,0,1,1,0,0,1,0,1,0,1,0,1
0.354398,0,0,1,1,0,1,0,1,1,0,0,1
0.354072,0,0,1,1,1,0,1,0,1,0,0,0
0.353612,0,0,0,0,1,0,1,1,0,0,0,0
0.353576,1,1,1,0,0,1,0,0,0,0,1,0
0.353511,0,1,1,1,0,1,0,0,0,0,0,1
0.353207,0,0,0,0,0,1,0,1,1,0,1,1
0.353188,1,1,1,0,0,0,0,0,0,1,1,0
0.353159,1,0,0,0,1,1,0,1,1,0,0,1
0.353034,1,0,0,1,1,1,0,1,1,0,0,0
0.352903,0,1,1,0,1,0,0,0,0,0,1,0
0.352554,1,1,0,0,1,0,1,0,0,1,1,0
0.352319,0,0,1,1,0,0,0,0,1,0,0,1
0.352236,0,1,0,1,1,0,0,0,1,0,0,1
0.352199,0,0,0,1,1,0,0,1,1,0,0,0
0.352056,1,1,0,0,0,0,1,0,1,0,0,0
0.351924,0,0,1,0,0,0,0,0,1,0,1,1
0.351738,1,1,1,1,0,1,0,0,1,0,0,0
0.351683,1,1,1,0,0,0,1,0,0,1,1,0
0.351584,0,0,0,1,1,0,0,0,1,0,1,1
0.351400,0,0,1,1,0,1,0,0,0,1,0,0
0.351128,1,1,1,1,1,0,1,0,0,0,0,0
0.350929,0,0,1,1,0,1,0,1,0,0,0,1
0.350744,1,1,0,0,1,0,0,0,1,0,0,1
0.350532,1,1,1,1,0,1,0,1,0,0,0,0
0.350521,1,1,0,0,1,1,0,0,0,0,1,0
0.350399,1,1,0,0,0,1,0,0,0,1,0,1
0.349843,0,0,1,1,1,1,0,0,0,0,0,0
0.349770,0,1,0,0,0,1,0,0,1,1,1,0
0.349631,0,1,0,1,1,0,0,1,1,0,0,0
0.349588,1,0,0,0,1,1,0,1,0,0,0,0
0.349524,1,0,1,0,0,1,0,1,0,1,0,0
0.349359,0,1,1,0,1,1,0,0,0,0,1,0
0.349098,0,1,0,1,1,1,0,0,0,1,0,1
0.349037,0,0,1,0,1,0,0,1,1,0,1,1
0.348955,0,1,1,1,0,0,0,0,1,0,1,0
0.348865,1,0,1,0,1,0,1,0,0,0,1,0
0.348860,0,1,0,0,0,1,0,1,1,0,0,0
0.348740,0,0,0,0,0,1,0,0,1,1,1,0
0.348635,1,0,1,0,0,1,0,0,0,1,1,1
0.348619,0,0,1,0,0,0,0,1,1,1,0,0
0.348587,1,0,1,0,0,1,0,0,0,1,0,1
0.348337,1,0,1,0,0,0,1,0,1,1,0,0
0.348110,0,1,1,0,0,1,0,1,1,1,0,0
0.347696,0,0,1,1,1,0,0,0,1,0,1,1
0.347330,0,1,1,1,0,1,0,0,1,0,0,1
0.346953,1,0,1,0,0,0,0,0,1,1,1,0
0.346870,1,0,1,1,1,1,0,0,0,0,0,0
0.346838,0,0,1,0,1,0,0,0,0,0,1,1
0.346775,1,1,0,0,1,0,0,1,1,1,0,0
0.346625,0,1,1,0,0,0,1,1,0,0,1,0
0.346614,0,1,1,1,0,0,0,1,0,0,1,0
0.346381,0,0,1,0,0,0,1,1,1,1,0,0
0.346320,0,0,0,0,0,1,0,1,1,0,0,0
0.346020,1,0,0,1,0,0,0,1,0,1,0,0
0.345890,0,1,1,1,1,0,0,1,0,0,1,0
0.345823,0,0,0,0,0,0,1,1,1,1,0,0
0.345746,1,1,0,1,0,0,0,1,0,0,0,0
0.345675,0,1,1,1,1,0,0,0,1,0,1,0
0.345331,0,1,0,1,1,1,0,0,1,1,0,0
0.345313,0,0,0,0,1,0,1,0,0,0,1,0
0.345301,1,1,0,0,1,0,0,0,0,1,0,1
0.345247,0,0,1,1,0,0,0,1,0,0,1,1
0.345240,0,1,1,0,0,0,1,0,0,1,1,0
0.345238,1,1,0,1,1,1,0,0,1,0,0,0
0.344994,0,1,1,1,1,1,0,0,0,0,0,0
0.344952,1,1,1,0,0,0,1,1,0,0,0,0
0.344780,1,0,0,0,1,0,0,0,1,1,0,1
0.344507,1,0,1,0,1,1,0,1,0,0,0,1
0.344300,0,0,1,1,0,1,0,0,1,1,0,0
0.344188,1,1,1,0,0,0,0,0,0,0,0,1
0.344162,0,1,0,1,0,1,0,0,0,1,0,1
0.344015,1,0,1,0,0,1,0,1,1,1,0,0
0.343966,0,1,0,1,1,0,0,1,1,1,0,0
0.343285,0,1,0,1,0,0,0,0,0,1,0,0
0.343247,1,1,0,0,1,0,1,1,0,0,0,0
0.342814,1,0,1,0,1,0,1,1,0,0,1,0
0.342625,0,1,0,0,1,0,1,0,1,0,1,0
0.342411,1,1,0,0,0,0,1,0,1,1,1,0
0.342386,0,1,0,0,0,1,0,1,1,1,0,0
0.342264,0,1,0,0,0,0,0,0,1,1,1,1
0.342114,0,0,1,1,1,1,0,0,0,1,0,0
0.341891,1,0,0,0,1,0,1,0,1,1,1,0
0.341696,1,0,1,0,1,0,1,0,0,1,1,0
0.341657,0,0,1,0,1,1,0,1,1,0,1,0
0.341548,1,0,0,0,1,0,0,1,1,0,0,0
0.341313,1,1,1,0,0,1,0,1,0,0,0,0
0.341309,0,1,1,1,1,1,0,0,0,0,0,1
0.341157,1,0,0,0,1,0,0,0,1,0,0,1
0.341007,1,0,1,0,0,1,0,0,0,0,0,1
0.340776,0,1,1,1,0,0,0,1,1,1,0,0
0.340606,1,1,1,0,0,1,0,1,0,0,0,1
0.340475,1,0,1,1,0,0,0,0,0,1,0,0
0.340305,0,1,0,0,1,1,0,1,0,1,0,0
0.340055,1,0,1,0,1,0,0,1,1,1,0,0
0.339825,0,0,1,1,0,0,0,0,1,0,1,1
0.339694,0,1,1,1,0,0,0,1,1,0,0,1
0.339579,0,0,0,1,1,1,0,1,1,1,0,0
0.339269,0,0,1,0,0,1,0,0,1,1,1,0
0.338923,0,1,1,0,1,0,0,1,0,0,0,0
0.338704,0,0,1,0,0,1,0,1,0,1,0,0
0.338665,0,1,0,0,0,1,0,0,1,0,1,1
0.337977,0,1,1,0,1,1,0,0,1,0,1,0
0.337766,1,0,1,0,1,1,0,1,0,0,1,0
0.337749,1,0,1,0,0,0,1,1,1,1,0,0
0.337347,0,0,1,0,1,1,0,0,0,0,1,0
0.337093,0,0,1,0,0,1,0,1,1,0,0,1
0.336985,0,0,1,1,0,1,0,1,1,1,0,0
0.336901,0,0,0,0,1,0,0,0,0,1,0,1
0.336888,0,1,0,1,1,1,0,0,1,0,0,1
0.336880,1,1,0,0,0,1,0,0,1,0,1,0
0.336867,1,0,1,1,0,0,0,0,1,1,0,0
0.336640,1,1,1,0,0,1,0,0,0,1,1,0
0.336324,0,0,1,0,0,1,0,0,1,1,1,1
0.335948,1,0,0,0,1,1,0,1,0,1,0,0
0.335827,0,1,0,1,0,0,0,1,1,1,0,0
0.335698,0,1,1,0,0,1,0,0,1,0,1,1
0.335518,1,1,1,1,0,0,0,0,0,1,0,0
0.335422,0,1,1,0,1,0,0,1,1,0,0,0
0.335260,0,1,0,1,1,1,0,0,0,1,0,0
0.335216,0,1,1,1,0,1,0,0,1,1,0,0
0.335116,0,0,1,0,1,0,1,0,0,0,1,0
0.335090,1,0,0,0,1,0,1,0,0,0,0,0
0.335083,0,1,1,0,0,1,0,0,0,0,0,0
0.334263,0,1,0,0,0,0,0,0,1,1,0,1
0.334193,0,1,1,0,0,0,0,1,0,0,0,0
0.334006,0,0,1,0,1,0,1,0,1,1,1,0
0.333894,0,1,0,0,1,1,0,0,0,0,1,1
0.333526,0,0,1,1,0,0,0,1,1,0,1,1
0.333422,1,0,0,0,0,1,0,0,1,1,1,1
0.333418,0,1,1,0,1,0,0,1,1,1,0,0
0.333398,0,1,1,0,0,0,1,0,1,1,1,0
0.333387,0,1,0,0,0,1,0,0,1,1,1,1
0.333314,0,0,1,1,0,1,0,0,1,0,0,1
0.333304,1,0,1,0,0,0,1,0,0,1,0,0
0.333100,0,1,0,0,1,1,0,1,1,0,0,0
0.332619,1,0,0,0,1,0,0,0,0,1,1,0
0.332545,0,0,1,1,1,1,0,0,1,0,0,1
0.332535,1,0,1,0,0,1,0,0,1,0,1,0
0.332384,0,1,1,0,0,0,1,0,0,0,0,0
0.332107,0,1,0,0,1,0,0,0,0,1,1,1
0.332088,1,0,0,0,1,0,1,1,1,1,0,0
0.331989,0,1,1,0,1,0,0,1,0,1,0,1
0.331937,1,0,1,0,0,0,0,1,1,0,0,0
0.331881,1,0,0,0,1,1,0,1,1,1,0,0
0.331713,0,0,1,0,1,0,1,1,0,0,0,0
0.331617,1,1,1,0,0,0,0,1,0,0,0,0
0.331581,0,0,1,0,1,0,1,1,1,0,1,0
0.331193,0,0,1,1,1,0,1,1,0,0,0,0
0.331078,1,0,1,1,1,1,0,1,0,0,0,0
0.330972,1,1,1,1,1,1,0,0,0,0,0,0
0.330805,0,0,1,1,0,0,0,1,1,0,0,0
0.330768,0,0,1,1,1,1,0,1,0,1,0,0
0.330586,1,0,1,0,0,0,1,1,1,0,0,0
0.330291,1,1,0,0,1,1,0,0,0,0,0,1
0.330171,0,0,1,0,1,0,1,0,1,0,1,0
0.330133,1,1,0,0,0,1,0,0,1,1,1,0
0.330047,1,1,0,0,0,1,0,0,1,0,0,1
0.329928,1,0,1,0,0,1,0,1,1,0,1,0
0.329360,0,1,1,0,1,0,0,0,0,1,1,0
0.329270,0,1,1,1,1,1,0,0,1,0,0,0
0.329245,0,1,0,0,1,1,0,0,0,1,1,1
0.329004,1,1,0,0,0,0,0,1,1,0,0,0
0.328547,1,1,1,0,0,0,0,0,1,0,1,1
0.328458,0,0,0,1,1,0,0,1,1,1,0,0
0.328446,1,1,1,0,1,0,0,0,0,1,1,0
0.328115,1,0,1,1,0,0,0,1,0,1,0,0
0.328004,1,1,0,0,0,1,0,0,0,0,0,0
0.327804,0,1,1,1,0,1,0,0,0,1,0,0
0.327731,1,0,1,1,1,0,0,0,1,1,0,0
0.327614,0,0,0,1,0,1,0,0,1,0,1,1
0.327458,0,1,1,0,1,1,0,1,1,0,0,0
0.327245,0,1,1,1,0,0,0,1,0,1,1,0
0.327209,0,1,0,0,1,1,0,1,1,0,0,1
0.327159,0,1,1,1,0,0,0,1,1,0,0,0
0.326963,1,0,1,0,0,1,0,0,1,1,0,1
0.326855,0,0,0,0,1,0,1,0,1,1,1,0
0.326605,0,1,0,0,1,1,0,0,0,1,1,0
0.326532,0,0,1,0,1,0,0,0,0,0,0,1
0.326333,1,1,0,0,0,1,0,1,1,0,0,0
0.326028,0,1,1,0,0,0,0,0,0,0,1,0
0.325801,0,0,1,1,1,1,0,1,1,0,0,0
0.325756,0,1,1,0,0,1,0,0,1,1,1,0
0.325736,0,1,1,1,0,0,0,0,0,0,0,1
0.325603,1,1,0,0,0,0,1,0,0,0,0,0
0.324890,0,0,0,1,1,1,0,0,1,0,1,1
0.324796,0,0,1,0,1,1,0,0,0,1,1,0
0.324321,1,0,0,0,0,0,1,0,0,1,0,0
0.324162,0,1,1,1,1,0,0,1,1,0,0,0
0.324148,1,1,1,0,0,0,0,1,1,1,0,0
0.324105,0,1,1,1,0,1,0,0,0,1,0,1
0.323919,0,0,1,1,0,0,0,1,1,0,0,1
0.323879,1,0,1,0,1,0,0,0,0,1,0,1
0.323788,0,1,1,0,0,1,0,0,1,0,0,0
0.323611,1,0,1,0,0,1,0,0,1,1,1,0
0.323542,0,0,1,0,1,0,0,0,0,0,1,0
0.323450,0,0,0,0,1,1,0,0,0,1,1,0
0.323443,1,1,1,0,0,1,0,0,0,0,1,1
0.323342,0,1,1,0,1,1,0,1,0,0,0,1
0.323250,0,0,1,0,1,0,0,1,1,0,0,1
0.323099,1,1,0,0,1,1,0,0,0,1,1,0
0.323080,1,0,0,0,1,0,0,0,1,1,1,1
0.322867,0,0,0,0,1,1,0,1,0,1,0,0
0.322516,1,1,1,0,0,0,0,0,1,0,1,0
0.322417,1,0,1,0,1,0,0,0,0,1,1,0
0.322275,0,1,1,0,1,1,0,0,0,0,1,1
0.322194,0,0,0,0,1,0,1,1,1,0,0,0
0.322138,0,0,1,0,0,1,0,0,0,1,0,1
0.321778,1,0,0,0,1,0,0,0,1,0,1,1
0.321775,0,0,0,0,1,0,0,0,0,1,1,1
0.321735,1,0,1,0,1,0,0,0,0,1,1,1
0.321727,1,1,0,0,1,0,0,0,1,0,1,0
0.321669,1,0,1,1,0,0,0,1,1,1,0,0
0.321633,1,1,1,0,1,0,0,1,0,0,0,0
0.321446,1,1,1,0,0,1,0,1,1,0,0,0
0.321428,0,0,0,0,1,1,0,1,1,0,1,0
0.321216,0,0,1,1,1,1,0,0,1,1,0,0
0.321063,1,1,1,1,1,0,0,0,1,0,0,0
0.320860,1,0,0,1,1,0,0,1,0,1,0,0
0.320086,0,0,1,0,1,0,1,1,1,0,0,0
0.320057,0,0,0,1,1,0,0,0,1,1,0,0
0.319984,0,0,1,0,1,1,0,1,0,1,0,0
0.319806,0,0,0,1,0,0,0,1,1,1,0,0
0.319739,0,1,0,0,1,1,0,0,1,0,1,0
0.319351,0,0,0,0,1,1,0,1,1,0,1,1
0.319284,1,1,1,0,0,0,0,0,1,1,0,1
0.319275,0,1,1,1,1,0,0,0,1,0,0,1
0.319161,1,1,0,0,0,0,0,0,1,1,0,0
0.318843,1,1,1,0,0,0,1,0,0,0,0,0
0.318826,1,0,0,0,0,1,0,0,1,1,1,0
0.318677,1,1,1,0,1,0,0,1,1,0,0,0
0.318646,0,0,1,1,1,0,0,1,0,0,1,1
0.318573,0,0,1,0,1,0,0,1,1,1,0,0
0.318209,1,0,0,0,1,1,0,0,0,1,0,1
0.318158,0,0,0,1,0,0,0,1,0,0,1,0
0.317967,0,1,1,1,0,1,0,1,0,1,0,0
0.317772,1,0,1,0,0,0,0,1,0,0,0,0
0.317556,0,1,1,1,1,0,0,0,0,1,0,0
0.317368,1,1,0,0,1,1,0,1,1,0,0,0
0.317273,0,0,1,0,1,1,0,1,1,0,0,1
0.317256,1,1,0,0,0,0,0,0,1,0,0,0
0.317210,1,0,1,0,0,1,0,0,1,0,0,1
0.317142,1,1,1,0,0,1,0,1,0,1,0,0
0.316966,1,1,0,0,0,1,0,0,1,1,0,1
0.316864,1,0,1,0,0,1,0,0,1,0,1,1
0.316402,0,0,0,0,0,1,0,0,1,1,1,1
0.316390,0,1,1,0,0,1,0,1,1,0,0,1
0.316322,1,1,0,0,0,0,1,0,0,1,0,0
0.316005,0,0,0,1,0,1,0,0,1,0,0,1
0.315335,0,0,1,0,0,0,0,0,0,1,1,1
0.315230,0,0,1,1,1,1,0,0,1,0,0,0
0.315066,1,1,1,1,0,0,0,1,1,0,0,0
0.315000,1,0,1,0,1,0,1,1,0,0,0,0
0.314452,0,0,1,0,1,1,0,0,0,1,1,1
0.314284,0,1,1,0,1,0,1,0,1,0,1,0
0.314009,1,1,1,0,1,0,0,0,0,0,1,1
0.313924,1,1,0,0,1,0,0,0,1,0,1,1
0.313765,1,0,1,0,1,0,1,1,0,1,0,0
0.313660,0,1,1,0,0,0,0,0,1,0,1,1
0.313293,1,0,1,1,0,0,0,1,0,0,0,0
0.313270,0,1,1,0,0,1,0,0,0,0,0,1
0.313150,1,1,1,0,0,0,1,0,1,0,1,0
0.313129,0,1,0,0,0,0,1,0,1,0,0,0
0.313113,0,0,1,0,0,0,0,1,0,1,0,0
0.312836,0,0,1,0,0,0,0,1,1,0,0,0
0.312757,0,0,0,0,0,0,0,1,1,0,1,0
0.312751,0,1,0,0,1,0,1,0,0,1,1,0
0.312194,1,0,0,0,1,0,1,0,1,0,0,0
0.312187,1,0,0,0,1,1,0,0,0,1,1,1
0.312141,1,0,0,0,1,1,0,0,0,1,1,0
0.311949,0,1,1,0,1,0,0,0,0,0,1,1
0.311846,0,1,1,0,1,1,0,1,0,1,0,0
0.311734,0,1,1,1,0,0,1,1,0,0,1,0
0.311541,0,1,1,0,1,0,0,0,1,0,1,0
0.311371,0,0,0,0,1,0,0,1,1,1,0,0
0.311361,1,1,1,0,0,1,0,0,1,0,1,0
0.311083,1,1,0,0,1,0,1,0,1,0,1,0
0.310968,1,1,0,0,0,1,0,0,1,0,1,1
0.310441,0,0,1,1,1,0,0,1,0,0,0,1
0.310067,0,1,1,0,1,0,0,0,1,1,1,0
0.310020,1,1,1,0,0,1,0,0,0,1,0,1
0.309812,1,0,1,0,0,0,0,0,0,1,0,0
0.309450,0,1,1,0,0,0,0,0,0,1,1,1
0.309248,0,0,1,0,0,0,1,0,0,1,0,0
0.308961,1,0,1,0,0,1,0,1,1,0,0,0
0.308867,1,1,1,0,0,1,0,0,0,0,0,1
0.308645,1,1,1,0,1,0,1,0,0,0,1,0
0.307956,1,1,1,0,0,1,0,0,1,0,0,1
0.307733,0,0,1,0,0,0,0,0,1,0,1,0
0.307502,0,0,0,0,1,0,0,1,1,0,0,0
0.307474,0,0,0,0,1,1,0,1,1,0,0,0
0.307397,1,0,0,1,1,0,0,1,0,0,0,0
0.307265,0,0,1,0,0,1,0,0,1,0,1,1
0.307158,0,0,0,0,1,1,0,1,1,0,0,1
0.307127,0,1,0,0,1,1,0,0,1,1,1,0
0.307082,1,0,0,0,1,0,1,0,1,0,1,0
0.306895,1,0,1,0,1,0,0,0,1,0,0,1
0.306212,0,0,0,0,0,1,0,0,0,1,0,1
0.306019,0,0,0,0,1,0,1,1,1,0,1,0
0.305559,1,0,0,0,1,0,1,1,1,0,0,0
0.305431,0,0,1,0,0,1,0,1,1,1,0,0
0.304492,1,0,1,0,1,1,0,0,0,0,1,0
0.304447,0,0,0,0,1,1,0,0,0,1,1,1
0.304363,0,1,1,0,1,0,0,1,1,0,0,1
0.304206,0,1,1,0,0,1,0,0,1,0,0,1
0.304111,1,1,0,0,0,0,0,1,0,1,0,0
0.304051,1,1,0,0,1,0,0,0,1,1,0,1
